,baseMean,log2FoldChange,lfcSE,stat,pvalue,padj,host_symbols
chr4:99041042-99045310_+,12.4150153304351,0.0278342536224778,0.445309462537451,0.0625054169383093,0.950160348284138,0.978657380032469,METAP1
chr15:81278816-81282756_+,4.30537453900992,-0.0331391594668998,0.530470764396156,-0.0624712268632234,0.950187574808321,0.978657380032469,IL16
chr12:51295795-51299288_-,4.82632980395182,-0.0304565929820323,0.487628325938,-0.0624586213761191,0.950197612929042,0.978657380032469,BIN2
chr16:12126632-12129758_+,3.33380610057909,0.030104977108056,0.483503308181939,0.0622642629297743,0.950352387284786,0.978711870806595,SNX29
chr2:66437736-66437963_+,4.09669546610561,-0.0300814453132661,0.48399305670858,-0.0621526381345976,0.950441278818613,0.978711870806595,MEIS1
chr1:25448807-25485795_+,32.5607605047634,0.038083113240794,0.612701714036132,0.062156041624111,0.950438568467201,0.978711870806595,MACO1
chr19:23754822-23755551_-,6.69523879463258,-0.0267425807914187,0.429401632028822,-0.0622787125076033,0.950340880521476,0.978711870806595,ZNF681
chr12:32624975-32633689_+,4.17329483923917,0.0309200952099863,0.496876407416485,0.0622289461694421,0.950380511444285,0.978711870806595,FGD4
chr4:88065373-88068061_+,3.68608161916468,0.0324309969919132,0.523027981100877,0.0620062370729229,0.950557865095326,0.978792634901072,PKD2
chr1:184732836-184737711_-,4.31282870870276,0.0304019436521732,0.492554329351879,0.0617230259495987,0.950783402871339,0.978819217826507,EDEM3
chr18:32111753-32113860_+,17.862261867325,0.0198845612640329,0.321691456542258,0.0618125251996577,0.950712128895611,0.978819217826507,RNF138
chr7:115956678-115984513_-,3.28393232911198,-0.030401053230832,0.49283282165366,-0.061686340469013,0.950812617979135,0.978819217826507,TFEC
chr1:154089420-154118808_-,5.05078539170401,-0.0348589875573379,0.563029910451758,-0.061913207291897,0.950631949778889,0.978819217826507,NUP210L
chr7:66795510-66805396_+,19.4232843534794,0.033602222415055,0.544540201145972,0.0617075146046885,0.950795755587191,0.978819217826507,AC027644.4
chrX:118387339-118436824_+,37.601676395197,-0.0380904545334499,0.616903844030315,-0.061744556954938,0.950766256319028,0.978819217826507,WDR44
chr15:55850541-55852543_-,4.85961698585185,0.0304648567655595,0.498914502026144,0.0610622794924551,0.951309609671634,0.979134385207287,NEDD4
chr1:27789561-27801815_+,3.57169704341928,0.0308029542932632,0.504425276854602,0.0610654455806384,0.951307088204158,0.979134385207287,STX12
chr4:73102375-73102547_-,3.09505817418916,0.0282796732409501,0.462639548849715,0.0611267958203386,0.951258229069381,0.979134385207287,ANKRD17
chr7:35872665-35885879_+,12.0662990812124,0.0304802096208755,0.498314827971083,0.0611665716329923,0.951226551837231,0.979134385207287,SEPTIN7
chr4:42065309-42067192_+,5.32975888233168,-0.0317395290520902,0.519572204270271,-0.0610878118406424,0.951289275764978,0.979134385207287,SLC30A9
chr12:40302788-40304134_+,3.50361044888663,0.0319031915246961,0.524497595887953,0.06082619210234,0.951497630656586,0.979247888817961,LRRK2
chr12:77571858-77572266_+,4.2130277546108,-0.0298068005521827,0.490791660093855,-0.0607320844581644,0.951572579131257,0.979247888817961,NAV3
chrX:118394054-118410959_+,96.8897167477351,0.032271598954581,0.53099193960486,0.0607760618336243,0.951537554960151,0.979247888817961,WDR44
chr4:82447919-82448021_+,5.29504149914996,-0.0283302957562566,0.465910254663076,-0.060806336569569,0.951513443809168,0.979247888817961,ENOPH1
chr10:119526031-119526118_-,6.52158454314913,0.0226966437129924,0.376398349876857,0.0602995303258314,0.951917076012741,0.979495832625533,RGS10
chr10:89718709-89719706_+,8.7328627005064,-0.0332735507093264,0.551255076716907,-0.0603596268128588,0.951869213135148,0.979495832625533,KIF20B
chr4:2662837-2663288_+,3.60449589379485,0.0303813990457875,0.503956683226559,0.0602857349787922,0.951928063118822,0.979495832625533,FAM193A
chr7:26725427-26844137_-,8.42402940977863,-0.0234364361032845,0.391676148371664,-0.059836260647267,0.952286045483681,0.979824880667129,SKAP2
chr4:183693588-183701808_+,4.34346231106804,0.0245427079815645,0.411125877086514,0.0596963347466448,0.952397490979271,0.979860946341992,TRAPPC11
chr17:16158759-16165161_-,10.0606983512976,0.0254983176002343,0.427097985520045,0.0597013295887754,0.952393512767246,0.979860946341992,NCOR1
chr5:95748332-95763620_+,30.6416060284676,-0.0323563957180165,0.544052936049172,-0.0594728813578025,0.952575464774882,0.979926149812328,RHOBTB3
chr1:28476106-28491012_+,4.26526000305578,-0.0337776965191743,0.567213309969708,-0.0595502537149176,0.952513839788747,0.979926149812328,PHACTR4
chr3:127721183-127722429_-,9.48809008333092,0.0190591875931876,0.32025851147647,0.05951188465006,0.952544399673877,0.979926149812328,MGLL
chr20:33619516-33629914_+,22.7372790849856,-0.028436727475133,0.479410986584261,-0.0593159695353268,0.952700441660448,0.980015415426877,CBFA2T2
chr5:57246299-57251141_+,52.0744505170461,0.0170668487358987,0.288388631980891,0.0591800329252561,0.952808713181771,0.980048192431915,GPBP1
chr7:139266332-139274074_+,5.42114253741309,-0.0372540366254141,0.629343925147486,-0.0591950365083506,0.952796763004522,0.980048192431915,UBN2
chr5:108798123-108841868_+,11.8289264842014,-0.0413626558994641,0.701265336288189,-0.0589828895841301,0.95296573651605,0.980131105719118,FER
chr15:56142777-56179133_-,3.12602793209186,-0.0305838811792082,0.518448287965375,-0.0589911894573577,0.95295912568645,0.980131105719118,RFX7
chr7:11028680-11062085_+,11.4405767783619,-0.0268116086924935,0.456592401300382,-0.0587211013940084,0.953174251855279,0.980143266629894,PHF14
chr7:139402136-139405787_+,12.8928536866552,0.0300784014151859,0.511757324086566,0.0587747356012399,0.953131531733409,0.980143266629894,LUC7L2
chr19:34430575-34445121_+,3.59295319474527,0.030921521335017,0.526908596169503,0.0586847919350888,0.953203172737805,0.980143266629894,UBA2
chr2:32377587-32401623_+,19.1196125639728,-0.0305191400810776,0.521692473055512,-0.0585002499697368,0.9533501633903,0.980143266629894,BIRC6
chr21:32638907-32639779_-,5.17427880053741,0.0316354956201116,0.538562242833324,0.0587406489056498,0.953158682073254,0.980143266629894,SYNJ1
chr13:32648753-32678929_+,5.90257230373187,-0.0322244105340674,0.551217940378928,-0.0584603805019755,0.953381920273184,0.980143266629894,PDS5B
chr13:114236644-114250674_+,3.11588715066213,-0.0293087790412706,0.499724686708712,-0.0586498522502543,0.953231002638422,0.980143266629894,CDC16
chr15:50958491-50968377_+,4.01993779450484,0.0296747609053515,0.508125772060228,0.0584004247315251,0.953429676464637,0.980143266629894,AP4E1
chr8:109493660-109497272_+,29.4745137068499,0.0266877697060164,0.455538527961012,0.0585850988838874,0.95328257966399,0.980143266629894,PKHD1L1
chr4:55985280-55999645_+,8.27141364144351,0.0358227971138376,0.613483698482518,0.0583924189060721,0.953436053306919,0.980143266629894,CEP135
chr10:104259575-104266190_+,10.6262685453397,-0.0296698455826317,0.507950514586413,-0.0584108977757207,0.953421334424782,0.980143266629894,GSTO1
chr22:25661575-25685248_+,5.87951223949494,-0.0359559797620466,0.613865881623196,-0.0585730219554979,0.95329219913988,0.980143266629894,GRK3
chr15:83124671-83127477_+,7.03563037487208,-0.023492479991175,0.402784676462832,-0.0583251582395856,0.953489628245151,0.980159063649483,TM6SF1
chr16:11123741-11126146_+,6.1732380540017,-0.031078650716871,0.534911910244517,-0.0581005023848964,0.953668574225585,0.980303731952594,CLEC16A
chr11:130903406-130905952_-,7.72586403154588,-0.0251464912140148,0.433908070693113,-0.0579534996291876,0.953785668153212,0.980345530296272,SNX19
chr1:150156065-150156206_+,4.01359320365688,-0.0269210411342666,0.46421943824346,-0.0579920591781593,0.953754953740969,0.980345530296272,PLEKHO1
chr9:111914604-111915836_+,3.31022130240027,0.0271018359097027,0.468203824955429,0.0578846956499824,0.953840473782712,0.980349360649547,UGCG
chr2:159743060-159748903_+,74.4565479834332,0.0245052905493639,0.423891377720563,0.0578103066902158,0.953899728359418,0.980349360649547,MARCH7
chr5:65809514-65812391_+,3.01333783721413,-0.0263223106757566,0.455743018084263,-0.0577569148209964,0.953942257846412,0.980349360649547,NLN
chr2:48464936-48465642_+,4.19330627703857,0.0247889499394126,0.428895928553639,0.0577971211408047,0.953910231344403,0.980349360649547,PPP1R21
chr14:67317407-67323812_+,8.87841479478537,-0.0228662252946219,0.397530583600461,-0.0575206694476711,0.954130441527371,0.980503473801292,MPP5
chr11:33339349-33347414_+,4.52788211804531,0.0303301259767918,0.530771908302182,0.0571434273411547,0.954430942903444,0.980771075735279,HIPK3
chr18:2585112-2606507_+,5.98508666114777,0.0333122006552353,0.583423812581437,0.0570977734142201,0.954467310089707,0.980771075735279,NDC80
chr21:37121816-37140673_+,70.1013176400973,0.0189703338803884,0.333006292095747,0.0569668932109367,0.954571567686525,0.980838917962926,TTC3
chr16:75411824-75414695_-,4.52740175846367,-0.0262715149845819,0.464129555580691,-0.0566038397440831,0.954860775777789,0.981057492831929,CFDP1
chr15:43768488-43770580_+,5.54326828848612,-0.0264220966445046,0.46640479142942,-0.0566505686262937,0.95482355125483,0.981057492831929,PDIA3
chr19:34396300-34396657_+,6.80201326375177,0.0254781191669235,0.451991615923981,0.0563685658523555,0.955048197941378,0.981210758211789,GPI
chr2:242114638-242122455_+,47.1912967304566,0.0176098953513999,0.313078991953046,0.0562474512951064,0.955144680302242,0.981270584052599,LINC01881
chr15:59030803-59076215_+,10.3042011269684,0.0347860183736714,0.619258993783203,0.0561736183452988,0.955203497479433,0.981291711218609,RNF111
chr10:829384-829734_-,5.92071434231471,-0.0309466604203306,0.551406677388693,-0.0561231150969831,0.955243729772569,0.981293744988616,LARP4B
chr10:21726243-21735235_+,5.99940495551559,0.0311910813524277,0.557025892347525,0.0559957477397977,0.955345194660207,0.981358678517531,MLLT10
chr1:113093205-113094755_+,10.4434944708023,0.0316571410646002,0.567739703590404,0.0557599563046224,0.95553303552545,0.98140050133391,LRIG2
chr12:32718642-32722633_+,33.0814338518712,-0.0203019178991485,0.363692555059157,-0.0558216483035961,0.955483888978607,0.98140050133391,DNM1L
chr6:147205970-147267167_+,12.8605257236212,-0.0291689008200891,0.523117630730223,-0.0557597356819575,0.955533211283426,0.98140050133391,STXBP5
chr1:25454258-25458892_+,10.1851069661012,-0.033258618518209,0.596539864570113,-0.0557525498185712,0.955538935867815,0.98140050133391,MACO1
chr6:125815290-125885343_+,4.27784572137768,0.0320663770504444,0.577141973106949,0.0555606394000775,0.955691821250881,0.981518227662297,NCOA7
chr15:77467094-77477630_+,6.56678945297434,-0.0318504830347283,0.573796334834038,-0.0555083417253624,0.955733484462206,0.981521721322269,HMG20A
chr7:151484736-151498180_-,9.47394066758061,0.0296852444201914,0.535817936518744,0.0554017370397472,0.955818412007278,0.981543870167865,RHEB
chr1:235773841-235777308_-,6.16581998017197,0.0323625413102835,0.584317357446993,0.0553852130145206,0.955831576059854,0.981543870167865,LYST
chr5:62347129-62358299_+,25.6593172085655,-0.0233713257447477,0.423928359132004,-0.0551303663491649,0.95603460407699,0.981713061339645,KIF2A
chr6:149525142-149526776_-,3.85266666212643,0.0258304999223591,0.469966985519524,0.0549623712265763,0.956168441866629,0.981811193179548,PPIL4
chr12:32713208-32722633_+,357.459358963476,-0.0100608272096589,0.184587297828216,-0.0545044395146943,0.956533271628196,0.982107184994121,DNM1L
chr10:92928338-92940824_+,5.69804968155766,-0.0232691684901612,0.426613264260121,-0.0545439404715114,0.956501801238362,0.982107184994121,EXOC6
chr15:72518066-72572165_+,23.1714371444791,0.0224091948081071,0.413877690499032,0.0541444859738327,0.956820049525252,0.982272486866999,ARIH1
chr7:131429032-131443702_+,3.53077939162036,-0.0289344725572332,0.534557557004722,-0.0541278898372727,0.956833271936541,0.982272486866999,MKLN1
chr1:77728294-77728712_-,7.23450443121194,-0.0317417054031658,0.586613138226318,-0.0541101167613462,0.956847432047692,0.982272486866999,USP33
chr3:101852084-101854683_+,7.89229018339112,-0.0319443999188461,0.589323921417839,-0.0542051641854142,0.956771706310671,0.982272486866999,NFKBIZ
chr6:147205970-147291172_+,70.0643287137657,0.022638021804867,0.419675688993,0.0539417040314779,0.95698161000234,0.98237091802281,STXBP5
chr1:16993857-16995975_-,4.31265878777055,0.0239131945762826,0.444445919105473,0.0538045092739566,0.957090916844696,0.982443811364771,ATP13A2
chr1:12311453-12311925_+,6.01544807574829,0.0259405227891209,0.482617686490654,0.0537496314686414,0.957134639729843,0.982449380321289,VPS13D
chr6:17665238-17665385_-,4.90048559002846,-0.0256007204838678,0.480703883768468,-0.0532567373560028,0.957527349841846,0.982813151902248,NUP153
chr4:94264706-94285069_+,3.81931752532946,0.0279580315371129,0.52553306051888,0.0531993772371024,0.957573051807238,0.982820736897298,SMARCAD1
chr5:87369812-87386903_+,14.8379584508817,0.0309769930544658,0.587739969692209,0.0527052687444211,0.957966741011696,0.983141412709816,RASA1
chr20:48951322-48953790_+,10.3953205419073,-0.0337946418748438,0.643714690382294,-0.052499410654701,0.958130764918282,0.983141412709816,ARFGEF2
chr5:77034417-77039719_+,23.7987478618918,0.0194406825418153,0.369954123201176,0.0525489008572118,0.958091331880998,0.983141412709816,AGGF1
chr1:27906927-27907282_-,3.65453116839792,-0.0240623502598791,0.457683788008169,-0.0525741808871972,0.958071189178882,0.983141412709816,RPA2
chr1:109342013-109345878_-,39.0781535544121,-0.0227409889736237,0.434005765636761,-0.0523978960055029,0.958211650560404,0.983141412709816,SORT1
chr17:76741968-76776541_+,3.16504041099016,0.0267116542817273,0.509706074523403,0.0524059955665701,0.958205196912507,0.983141412709816,MFSD11
chr20:33392141-33394066_-,3.29530892346318,0.0228106977834785,0.435379107808503,0.0523927248101016,0.958215770917749,0.983141412709816,CDK5RAP1
chr17:76741993-76776541_+,3.16504041099016,0.0267116542817273,0.509706074523403,0.0524059955665701,0.958205196912507,0.983141412709816,MFSD11
chr6:129605876-129618852_-,7.92635238425646,0.0291560036021223,0.556684775693139,0.0523743505753676,0.958230411335264,0.983141412709816,ARHGAP18
chr1:39460631-39463686_+,8.513803865303,0.0310583364280744,0.598944785502429,0.0518550911199951,0.958644158194772,0.983261613456069,MACF1
chr11:34086063-34090678_+,28.8323588846479,0.0228255402902566,0.440339318714037,0.0518362529081348,0.958659168725649,0.983261613456069,CAPRIN1
chr21:15791501-15842540_+,7.134371950419,-0.0303687374462333,0.58262654395977,-0.0521238480482452,0.958430010797436,0.983261613456069,USP25
chr14:103448918-103457212_+,18.2087867519538,0.0181405663668214,0.349416729880071,0.0519167080896434,0.958595061098803,0.983261613456069,MARK3
chr4:73981583-73981862_-,66.3584217561249,0.0343260886154441,0.662737650228675,0.051794384404749,0.958692530143188,0.983261613456069,PF4
chr8:109482986-109498771_+,25.4600292809145,-0.0372773015075165,0.718536517649235,-0.0518794808501493,0.958624724164093,0.983261613456069,PKHD1L1
chr2:66454708-66548019_+,22.8993867157658,0.0232128834873429,0.447851354331066,0.0518316697333981,0.958662820660779,0.983261613456069,MEIS1
chr15:56682253-56682477_-,7.34330697780074,-0.0241465635980452,0.465982725747342,-0.0518185809555901,0.958673249979343,0.983261613456069,ZNF280D
chr2:25313912-25314161_-,5.21367171904404,-0.023171117000398,0.44609694313856,-0.0519418869750044,0.958574998324321,0.983261613456069,DNMT3A
chr4:24570653-24576678_-,4.42227842587161,-0.0237161637736616,0.459132803025428,-0.051654256932603,0.958804186227078,0.983323383279204,DHX15
chr11:61967547-61967631_-,19.5222038426534,0.017873373608775,0.346370797512211,0.0516018490506404,0.95884594597547,0.983323383279204,FTH1
chr2:159248371-159256375_-,12.222528199927,-0.0204538740022097,0.39675045146778,-0.0515534989980238,0.958884472456706,0.983323383279204,WDSUB1
chr18:3272883-3273082_+,4.83278757573942,-0.0287704993382766,0.55888626472325,-0.0514782723324275,0.958944415058506,0.983323383279204,MYL12B
chr2:208273583-208277708_+,3.9649383760345,0.0248151661552689,0.481914498325835,0.0514928814996777,0.958932774068502,0.983323383279204,PIKFYVE
chr1:95143890-95173889_+,8.40026642309411,0.0320057145366547,0.623945847508099,0.0512956607764575,0.959089925753303,0.983433282650471,TLCD4
chr9:2076228-2077776_+,12.8603612525296,-0.0209633465766831,0.409940690432003,-0.0511375110252937,0.959215945605708,0.983523188481683,SMARCA2
chr3:180602890-180603323_+,4.6240345627339,-0.025884673038887,0.507259586910681,-0.0510284550687945,0.959302846213306,0.983572978173858,TTC14
chr21:39247700-39250889_-,8.10521191021912,0.0237491930801554,0.468294593172222,0.0507142158513484,0.959553248615278,0.983790395536858,BRWD1
chr8:130118160-130126089_-,3.96207867801475,-0.0265664582073604,0.525190668612451,-0.0505844063786372,0.959656688823889,0.983811015629861,ASAP1
chr4:39295613-39304928_-,40.6319428150097,-0.00999747463070745,0.197577793361956,-0.0506001937798363,0.959644108410816,0.983811015629861,RFC1
chr6:143470960-143474856_+,24.3924136006501,-0.0215521190026103,0.426398091834181,-0.0505445953332071,0.959688412860938,0.983811015629861,PEX3
chr4:48163701-48228659_-,13.3897861411476,0.0308602746098159,0.611315310589044,0.0504817629711906,0.959738481914107,0.98382302803367,TEC
chr3:138500734-138529462_-,3.90503143916575,0.0244700382929163,0.485589917260969,0.0503923937114317,0.959809697626238,0.983856715943654,CEP70
chr5:77039530-77048987_+,18.034984650174,0.0289396280127479,0.575280251514152,0.0503052693649366,0.959879124742324,0.98388856782734,AGGF1
chr16:31111299-31112027_+,4.45739232581949,-0.0236627061251924,0.471697228804281,-0.0501650310415765,0.959990877638131,0.983924486957168,BCKDK
chr17:42333672-42334049_-,5.5642812353356,0.0237398825694745,0.472981981780516,0.050191938559915,0.959969435555977,0.983924486957168,STAT3
chr14:59320489-59326991_+,8.90593643547511,0.0354038590850013,0.707364226725403,0.0500503951816961,0.960082229066975,0.983978802327411,DAAM1
chr7:105078845-105102194_+,4.93133522705013,-0.0285654722347645,0.571904910308434,-0.0499479401555739,0.960163874233591,0.984023165902853,KMT2E
chr2:202530793-202542447_+,4.29233641947848,0.0274734023673649,0.550888760236072,0.0498710526524297,0.960225145225982,0.984046646312005,BMPR2
chrX:17022122-17054950_+,7.36816732317307,-0.0270419476704571,0.544293383951717,-0.0496826683325181,0.96037526806849,0.984161177316381,REPS2
chr4:128074459-128122188_+,9.59447473586012,0.0261014726872988,0.527879352086695,0.049445905743652,0.960563945385792,0.984200470226571,LARP1B
chr3:47622206-47638780_-,49.2034749219542,-0.0218219604608494,0.441127992915491,-0.0494685461165688,0.960545903061208,0.984200470226571,SMARCC1
chr7:66799322-66805396_+,18.2690053133335,0.0200291834010264,0.404043258615179,0.04957187868862,0.960463556626383,0.984200470226571,AC027644.4
chr17:37423508-37440662_+,5.9731752948849,-0.0219660864085021,0.444280083610787,-0.0494419786499941,0.960567074925453,0.984200470226571,TADA2A
chr18:62830034-62830231_+,24.5989760726032,-0.0122524485716965,0.248130811795009,-0.0493789887803966,0.960617272256689,0.984212592267787,PHLPP1
chr17:51225007-51225209_-,11.3266127305739,0.0242045726979286,0.491048964706802,0.0492915664986297,0.960686940308986,0.984244661517889,MBTD1
chr8:39136656-39211324_+,38.7179687796247,0.0281401521891432,0.572009281436027,0.0491952720041491,0.960763679100467,0.984283972043302,ADAM32
chr8:105419143-105634357_+,22.8171327303256,-0.0210150468342245,0.428426826755496,-0.049051659517619,0.960878127114667,0.984291432048752,ZFPM2
chr1:149959683-149964349_-,4.71299779857299,-0.0228021325820206,0.464297113369876,-0.0491110797922528,0.960830773666084,0.984291432048752,OTUD7B
chr2:186081329-186215090_-,6.0430167930171,-0.0271000950567268,0.552918123228983,-0.0490128536544708,0.960909052516546,0.984291432048752,LINC01473
chr8:94765182-94765809_+,3.85711322091257,-0.0252938541330224,0.516269095800209,-0.0489935468514095,0.960924438632088,0.984291432048752,DPY19L4
chr8:47279861-47294030_+,33.9686119652152,-0.0155629054533544,0.318151925039649,-0.0489165842746823,0.960985772343611,0.984314953800386,SPIDR
chr2:47996715-48004950_-,17.8766012750778,0.0177671101090943,0.363810523321404,0.048836163250281,0.961049862439179,0.984341296859868,AC092650.1
chr11:72984087-73015885_-,10.7363347862376,0.0228549859124389,0.469536561823297,0.0486756256502981,0.961177800757621,0.984433030815477,FCHSD2
chr1:151017811-151025673_+,7.90007086708504,-0.025581072498865,0.526328525108218,-0.0486028616701049,0.961235789379356,0.984453118210979,PRUNE1
chr17:30876373-30879487_+,9.17955705615938,-0.0238851328031789,0.492289716875889,-0.0485184475409234,0.961303062743033,0.984482712625136,ATAD5
chr17:47612459-47619164_+,27.7359445132352,0.0260617642769484,0.538654371714228,0.0483830924717249,0.961410933776166,0.984518746326525,NPEPPS
chr5:113534304-113542503_+,8.78971004249754,-0.0286488799510329,0.592188374457714,-0.048377984416306,0.961415004647635,0.984518746326525,YTHDC2
chr17:7930381-7930526_-,6.3555582061567,-0.0267939757326006,0.554795215945421,-0.0482952537486128,0.961480937101825,0.984538485079081,AC104581.2
chr17:7014277-7014373_+,2.99156167360844,0.0209697937002552,0.434539727374367,0.0482574834456716,0.961511038345855,0.984538485079081,RNASEK-C17orf49
chr22:25644591-25663704_+,4.35449582220076,-0.0188800365019778,0.391891143271021,-0.0481767368978812,0.961575389921005,0.984565078536104,GRK3
chr13:112806212-112810726_+,16.2927674854109,0.0185631890670067,0.386342779302434,0.0480484949156387,0.961677593858077,0.98459112848185,ATP11A
chr19:52574076-52576021_+,11.2656121350456,-0.0178557261556035,0.37157052760463,-0.0480547428524873,0.961672614477638,0.98459112848185,ZNF701
chr5:176289653-176290955_+,21.1707808779543,0.0188939082720152,0.395365134356221,0.0477885039174747,0.961884798634265,0.984734940454856,SIMC1
chr1:39447431-39448763_+,10.7582178358216,-0.0261003491264562,0.546730856001659,-0.0477389356023048,0.961924303339447,0.984734940454856,MACF1
chr2:200854723-200855003_-,4.91027077042295,0.0228551732497753,0.47886552350351,0.0477277484554759,0.961933219228092,0.984734940454856,CLK1
chr1:181002605-181005463_-,4.05696348460945,-0.0208303640135242,0.43728947026282,-0.0476351831682677,0.9620069917322,0.984771163563692,STX6
chr2:70230760-70236175_-,14.6466510336035,0.0164538513046493,0.34663619801528,0.0474672045183347,0.962140867863046,0.984829609899079,TIA1
chr2:70230755-70236175_-,14.6466510336035,0.0164538513046493,0.34663619801528,0.0474672045183347,0.962140867863046,0.984829609899079,TIA1
chr5:109781395-109823837_+,67.3099032227232,0.0156229797504477,0.33127915302779,0.0471595619816655,0.962386056504412,0.984848382145598,MAN2A1
chr13:60460379-60535233_+,3.37187118957575,0.0238231886699427,0.504467180277846,0.0472244570138766,0.962334335385909,0.984848382145598,TDRD3
chr2:24137908-24147086_+,24.9907305590552,0.0205626380510095,0.435705553468968,0.0471938856121879,0.962358700668659,0.984848382145598,FAM228B
chr5:88905208-88948215_+,14.4940725464188,-0.0224816164540322,0.475241206835775,-0.0473056968349149,0.962269587750109,0.984848382145598,MEF2C-AS1
chr15:40650300-40659461_+,3.99076396781381,0.0269644194942354,0.571474259170715,0.0471839615897387,0.96236661008173,0.984848382145598,KNL1
chr9:132398140-132400258_-,3.33213333524293,0.0218079066587131,0.462471141755101,0.0471551729172788,0.962389554579419,0.984848382145598,TTF1
chr12:123718622-123727909_+,8.3219438519023,-0.0215349861645986,0.458538808019883,-0.0469643698372959,0.962541624928421,0.984964709573129,ATP6V0A2
chr3:124650807-124661928_+,20.7957987189388,-0.0263683379742772,0.562198772550373,-0.0469021621208087,0.962591204869232,0.984976153909469,KALRN
chr1:19192187-19192540_-,3.27945911262002,-0.0227224964437063,0.486107845900222,-0.0467437352335397,0.962717472746453,0.985066065508546,UBR4
chr5:53059873-53065115_+,17.6784644210732,0.0269610126800551,0.577465139554335,0.0466885545694804,0.962761452529463,0.985071774957654,ITGA2
chr12:45836588-45860949_+,10.7651363196338,0.0246441820849778,0.531869373380361,0.04633502758083,0.963043221307392,0.985209069962255,ARID2
chr4:2875895-2884666_+,4.47395747327071,-0.021993939624556,0.476668791986103,-0.0461409263503812,0.963197926218013,0.985209069962255,ADD1
chr12:107743196-107744661_-,12.982917689141,0.016907362274898,0.365547679052945,0.0462521395805367,0.963109285534156,0.985209069962255,PRDM4
chr8:73955910-73959818_-,11.0534779858605,0.0197120661652546,0.427271908132578,0.0461347113864976,0.96320287976663,0.985209069962255,ELOC
chr2:8802929-8806369_-,5.03736228736662,0.0217620099136142,0.469481936795816,0.0463532421761282,0.963028703761636,0.985209069962255,KIDINS220
chr3:121928981-121931735_+,3.80506006617538,0.0232411538654317,0.501863596845173,0.0463097024999039,0.963063406130934,0.985209069962255,SLC15A2
chr2:70228343-70229091_-,3.90637375756095,0.0201754185315543,0.437281748582736,0.0461382589073163,0.963200052265416,0.985209069962255,TIA1
chr9:83975744-83976994_-,12.8878564743967,-0.030338778100031,0.657421256163016,-0.0461481551069716,0.963192164642118,0.985209069962255,HNRNPK
chr12:72286680-72378121_+,16.3409455458131,-0.0196943467542571,0.428028787852777,-0.0460117340542784,0.963300897392987,0.985239571826794,TRHDE
chr15:25098716-25107588_+,8.48429769185737,-0.0218431509291929,0.474841565070276,-0.0460009243840314,0.96330951313919,0.985239571826794,SNHG14
chr1:172042008-172388809_+,5.77785949686053,-0.0240919201308704,0.524885677385216,-0.045899366602814,0.963390459024481,0.985283077995256,DNM3
chr14:58213630-58223856_+,7.42906904069404,0.0171112142011573,0.373332565566712,0.0458337037252102,0.96344279534079,0.985297322152659,ACTR10
chr9:133407806-133408842_-,7.68181859236826,-0.019305489112349,0.421672839911663,-0.0457830983764411,0.963483130225499,0.985299291994209,REXO4
chr9:128485364-128494668_+,11.5192600493228,-0.0241855057836282,0.531575521374418,-0.0454977793580397,0.963710544883012,0.985482998077175,ODF2
chr14:64564750-64574589_+,4.83666924326968,0.0227409711253839,0.500226747064361,0.0454613258064306,0.963739600544267,0.985482998077175,PPP1R36
chr1:86124844-86126214_-,690.895819590319,0.0101838974769849,0.224770902075985,0.045307899656612,0.963861890890865,0.985496416690403,COL24A1
chr4:27002216-27003104_+,5.33081543235412,0.0225547615492251,0.497894640022437,0.0453002698486746,0.963867972352638,0.985496416690403,STIM2
chr6:144554687-144554893_+,3.5179284408227,0.0214119243148287,0.472452194335627,0.0453208273165893,0.963851586695268,0.985496416690403,UTRN
chr1:55832263-55847537_+,26.5226818222951,-0.013603925503154,0.300885295197845,-0.0452129955178065,0.963937535918526,0.985528261484913,AL603840.1
chr12:109481636-109483981_+,14.3413241012852,0.0202404413602129,0.448793387442561,0.0450996871312045,0.964027850803478,0.985581319012499,UBE3B
chr9:77225925-77228264_+,4.65354958705755,0.0237342827591677,0.528120964980044,0.0449409971067226,0.964154338873875,0.985671352772945,VPS13A
chr5:78388836-78421960_+,30.0308840321066,0.0254243310682587,0.569369157299814,0.0446535094890483,0.964383490758954,0.985866330136265,SCAMP1
chr15:40628069-40629371_+,5.46618263513994,-0.0188773980779542,0.423963269031659,-0.0445260225516012,0.964485109546111,0.985930923099677,KNL1
chr15:48755902-48756553_-,6.36520763586966,-0.0239529806411969,0.538954676929529,-0.0444434043650184,0.964550964129882,0.985958952933689,CEP152
chr1:100285227-100287203_+,4.96185898556858,0.0199577756002886,0.449730197203453,0.0443772193292591,0.964603720097742,0.985973591730779,RTCA
chr18:54877566-54884436_+,174.059055484613,-0.00765520339243899,0.172707727210453,-0.0443246142838226,0.964645651591321,0.985977165522039,RAB27B
chr16:28826861-28829492_+,3.76732903732425,-0.0237477831440618,0.537114425392743,-0.04421363869849,0.964734110575963,0.98602829350194,ATXN2L
chr2:9385244-9388546_+,6.34833101801331,0.0233338857691146,0.531871176320389,0.0438713109639517,0.965006983808868,0.986145509057942,ASAP2
chr5:122019259-122022407_+,214.557194816029,0.00652729319305094,0.149178141619413,0.0437550241757506,0.965099678231226,0.986145509057942,SRFBP1
